"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012EA","B03002_012M","B03002_012MA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"1400000US42101030200","Census Tract 302, Philadelphia County, Pennsylvania","8372","800","null","null","5823","null","643","null","1983","null","374","null","3150","605","null","null","0","109","null","null","291","null","261","null","0","109","null","null","55","93","null","null","344","null","228","null","0","109","null","null","344","228","null","null","2549","null","546","null","369","329","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","1840","null","614","null","340","289","null","null","105","null","135","null","235","null","256","null",
"1400000US42101030501","Census Tract 305.01, Philadelphia County, Pennsylvania","4447","798","null","null","3925","null","811","null","790","null","294","null","2484","530","null","null","0","109","null","null","573","null","625","null","0","109","null","null","0","109","null","null","78","null","81","null","0","109","null","null","78","81","null","null","522","null","198","null","154","160","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","368","null","197","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101030502","Census Tract 305.02, Philadelphia County, Pennsylvania","6951","724","null","null","5658","null","572","null","1502","null","271","null","3531","631","null","null","0","109","null","null","459","null","185","null","0","109","null","null","0","109","null","null","166","null","168","null","0","109","null","null","166","168","null","null","1293","null","538","null","671","526","null","null","171","157","null","null","0","null","109","null","0","109","null","null","0","109","null","null","431","null","157","null","20","33","null","null","20","null","33","null","0","null","109","null",
"1400000US42101030600","Census Tract 306, Philadelphia County, Pennsylvania","6475","757","null","null","5459","null","801","null","3527","null","590","null","1159","583","null","null","0","109","null","null","585","null","315","null","0","109","null","null","133","202","null","null","55","null","90","null","0","109","null","null","55","90","null","null","1016","null","307","null","171","119","null","null","0","109","null","null","36","null","57","null","0","109","null","null","0","109","null","null","809","null","293","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101030700","Census Tract 307, Philadelphia County, Pennsylvania","3375","327","null","null","2869","null","303","null","2059","null","269","null","605","173","null","null","80","108","null","null","58","null","80","null","0","109","null","null","0","109","null","null","67","null","70","null","0","109","null","null","67","70","null","null","506","null","213","null","230","175","null","null","27","44","null","null","0","null","109","null","0","109","null","null","0","109","null","null","249","null","158","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101030800","Census Tract 308, Philadelphia County, Pennsylvania","4943","317","null","null","4546","null","356","null","2977","null","355","null","875","424","null","null","0","109","null","null","546","null","109","null","0","109","null","null","0","109","null","null","148","null","106","null","12","19","null","null","136","104","null","null","397","null","230","null","144","114","null","null","80","107","null","null","0","null","109","null","8","17","null","null","0","109","null","null","90","null","122","null","75","111","null","null","0","null","109","null","75","null","111","null",
"1400000US42101030900","Census Tract 309, Philadelphia County, Pennsylvania","3761","460","null","null","3150","null","506","null","1584","null","296","null","1017","393","null","null","25","44","null","null","340","null","222","null","0","109","null","null","174","156","null","null","10","null","17","null","0","109","null","null","10","17","null","null","611","null","310","null","120","139","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","252","null","230","null","239","217","null","null","80","null","77","null","159","null","192","null",
"1400000US42101031000","Census Tract 310, Philadelphia County, Pennsylvania","6639","666","null","null","5582","null","688","null","2943","null","346","null","1280","427","null","null","78","128","null","null","1264","null","550","null","0","109","null","null","0","109","null","null","17","null","29","null","0","109","null","null","17","29","null","null","1057","null","379","null","326","272","null","null","0","109","null","null","32","null","52","null","16","33","null","null","0","109","null","null","507","null","354","null","176","183","null","null","57","null","105","null","119","null","153","null",
"1400000US42101031101","Census Tract 311.01, Philadelphia County, Pennsylvania","4500","507","null","null","3420","null","473","null","1049","null","247","null","1531","391","null","null","0","109","null","null","740","null","327","null","0","109","null","null","0","109","null","null","100","null","73","null","0","109","null","null","100","73","null","null","1080","null","321","null","525","342","null","null","44","53","null","null","0","null","109","null","0","109","null","null","0","109","null","null","432","null","275","null","79","191","null","null","79","null","191","null","0","null","109","null",
"1400000US42101031102","Census Tract 311.02, Philadelphia County, Pennsylvania","4594","639","null","null","3623","null","557","null","1049","null","320","null","2068","586","null","null","0","109","null","null","303","null","283","null","0","109","null","null","191","290","null","null","12","null","20","null","0","109","null","null","12","20","null","null","971","null","670","null","649","627","null","null","41","70","null","null","0","null","109","null","0","109","null","null","0","109","null","null","281","null","241","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101031200","Census Tract 312, Philadelphia County, Pennsylvania","4729","618","null","null","3190","null","499","null","1254","null","463","null","1247","416","null","null","11","19","null","null","514","null","316","null","0","109","null","null","141","154","null","null","23","null","26","null","0","109","null","null","23","26","null","null","1539","null","710","null","564","349","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","975","null","582","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101031300","Census Tract 313, Philadelphia County, Pennsylvania","8177","1227","null","null","6625","null","1148","null","2628","null","580","null","1831","676","null","null","0","109","null","null","2052","null","885","null","0","109","null","null","77","126","null","null","37","null","43","null","0","109","null","null","37","43","null","null","1552","null","794","null","993","686","null","null","36","55","null","null","0","null","109","null","0","109","null","null","0","109","null","null","496","null","442","null","27","47","null","null","0","null","109","null","27","null","47","null",
"1400000US42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania","6694","578","null","null","5937","null","609","null","2317","null","380","null","1942","508","null","null","62","126","null","null","1328","null","431","null","0","109","null","null","81","153","null","null","207","null","178","null","0","109","null","null","207","178","null","null","757","null","344","null","272","164","null","null","21","33","null","null","0","null","109","null","0","109","null","null","0","109","null","null","340","null","249","null","124","183","null","null","124","null","183","null","0","null","109","null",
"1400000US42101031402","Census Tract 314.02, Philadelphia County, Pennsylvania","5413","583","null","null","4981","null","585","null","2476","null","424","null","1004","359","null","null","0","109","null","null","1348","null","430","null","0","109","null","null","35","56","null","null","118","null","126","null","0","109","null","null","118","126","null","null","432","null","344","null","353","350","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","40","null","46","null","39","48","null","null","15","null","27","null","24","null","38","null",
"1400000US42101031501","Census Tract 315.01, Philadelphia County, Pennsylvania","6074","421","null","null","5829","null","481","null","5467","null","481","null","74","86","null","null","0","109","null","null","142","null","102","null","0","109","null","null","0","109","null","null","146","null","192","null","0","109","null","null","146","192","null","null","245","null","280","null","75","92","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","159","null","264","null","11","19","null","null","0","null","109","null","11","null","19","null",
"1400000US42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania","4082","390","null","null","3544","null","433","null","3224","null","462","null","221","173","null","null","0","109","null","null","64","null","75","null","0","109","null","null","0","109","null","null","35","null","56","null","0","109","null","null","35","56","null","null","538","null","344","null","299","260","null","null","24","38","null","null","0","null","109","null","0","109","null","null","0","109","null","null","215","null","244","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101031600","Census Tract 316, Philadelphia County, Pennsylvania","6064","616","null","null","5633","null","615","null","5055","null","608","null","231","218","null","null","0","109","null","null","347","null","282","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","431","null","265","null","232","232","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","199","null","179","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101031700","Census Tract 317, Philadelphia County, Pennsylvania","5994","602","null","null","5432","null","518","null","3531","null","597","null","1581","503","null","null","0","109","null","null","320","null","252","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","562","null","425","null","263","219","null","null","0","109","null","null","57","null","92","null","0","109","null","null","0","109","null","null","242","null","353","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101031800","Census Tract 318, Philadelphia County, Pennsylvania","3766","430","null","null","3240","null","469","null","1619","null","320","null","1305","282","null","null","0","109","null","null","192","null","164","null","0","109","null","null","0","109","null","null","124","null","112","null","10","15","null","null","114","108","null","null","526","null","286","null","185","135","null","null","61","110","null","null","0","null","109","null","0","109","null","null","0","109","null","null","249","null","219","null","31","50","null","null","0","null","109","null","31","null","50","null",
"1400000US42101031900","Census Tract 319, Philadelphia County, Pennsylvania","4985","549","null","null","3525","null","517","null","2217","null","360","null","1201","465","null","null","0","109","null","null","46","null","72","null","0","109","null","null","0","109","null","null","61","null","70","null","0","109","null","null","61","70","null","null","1460","null","503","null","516","388","null","null","76","71","null","null","0","null","109","null","0","109","null","null","25","41","null","null","657","null","284","null","186","130","null","null","158","null","123","null","28","null","51","null",
"1400000US42101032000","Census Tract 320, Philadelphia County, Pennsylvania","7251","918","null","null","6158","null","857","null","4566","null","875","null","1023","415","null","null","0","109","null","null","302","null","289","null","0","109","null","null","75","126","null","null","192","null","165","null","0","109","null","null","192","165","null","null","1093","null","408","null","78","102","null","null","0","109","null","null","61","null","107","null","0","109","null","null","0","109","null","null","936","null","424","null","18","31","null","null","18","null","31","null","0","null","109","null",
"1400000US42101032100","Census Tract 321, Philadelphia County, Pennsylvania","4237","637","null","null","3838","null","628","null","3007","null","533","null","750","510","null","null","0","109","null","null","46","null","73","null","0","109","null","null","35","54","null","null","0","null","109","null","0","109","null","null","0","109","null","null","399","null","189","null","159","120","null","null","0","109","null","null","24","null","77","null","23","33","null","null","0","109","null","null","182","null","178","null","11","18","null","null","11","null","18","null","0","null","109","null",
"1400000US42101032300","Census Tract 323, Philadelphia County, Pennsylvania","3060","438","null","null","2578","null","404","null","1765","null","341","null","650","320","null","null","0","109","null","null","119","null","132","null","0","109","null","null","0","109","null","null","44","null","44","null","0","109","null","null","44","44","null","null","482","null","294","null","157","163","null","null","0","109","null","null","35","null","57","null","0","109","null","null","0","109","null","null","279","null","222","null","11","18","null","null","11","null","18","null","0","null","109","null",
"1400000US42101032500","Census Tract 325, Philadelphia County, Pennsylvania","5089","500","null","null","4460","null","412","null","3785","null","394","null","383","244","null","null","0","109","null","null","157","null","109","null","0","109","null","null","0","109","null","null","135","null","113","null","0","109","null","null","135","113","null","null","629","null","340","null","170","158","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","459","null","311","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101032600","Census Tract 326, Philadelphia County, Pennsylvania","7103","766","null","null","6266","null","703","null","4839","null","681","null","1141","630","null","null","0","109","null","null","182","null","163","null","0","109","null","null","52","81","null","null","52","null","82","null","0","109","null","null","52","82","null","null","837","null","383","null","544","391","null","null","0","109","null","null","20","null","31","null","0","109","null","null","0","109","null","null","147","null","193","null","126","255","null","null","126","null","255","null","0","null","109","null",
"1400000US42101032900","Census Tract 329, Philadelphia County, Pennsylvania","4030","375","null","null","3487","null","442","null","2053","null","317","null","869","281","null","null","0","109","null","null","516","null","342","null","0","109","null","null","0","109","null","null","49","null","52","null","0","109","null","null","49","52","null","null","543","null","285","null","150","107","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","302","null","247","null","91","68","null","null","91","null","68","null","0","null","109","null",
"1400000US42101033000","Census Tract 330, Philadelphia County, Pennsylvania","7666","796","null","null","6795","null","806","null","5369","null","513","null","1221","726","null","null","0","109","null","null","0","null","109","null","0","109","null","null","51","81","null","null","154","null","130","null","0","109","null","null","154","130","null","null","871","null","322","null","423","302","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","323","null","246","null","125","200","null","null","0","null","109","null","125","null","200","null",
"1400000US42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","4679","473","null","null","4175","null","548","null","3834","null","479","null","272","275","null","null","0","109","null","null","0","null","109","null","23","37","null","null","0","109","null","null","46","null","67","null","0","109","null","null","46","67","null","null","504","null","348","null","224","208","null","null","142","151","null","null","0","null","109","null","0","109","null","null","0","109","null","null","138","null","210","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","4681","819","null","null","4448","null","813","null","3911","null","799","null","361","242","null","null","0","109","null","null","123","null","187","null","0","109","null","null","53","89","null","null","0","null","109","null","0","109","null","null","0","109","null","null","233","null","218","null","66","65","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","55","null","59","null","112","155","null","null","0","null","109","null","112","null","155","null",
"1400000US42101033200","Census Tract 332, Philadelphia County, Pennsylvania","2899","299","null","null","2800","null","321","null","2665","null","317","null","0","109","null","null","0","109","null","null","135","null","117","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","99","null","80","null","46","64","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","53","null","67","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101033300","Census Tract 333, Philadelphia County, Pennsylvania","4035","546","null","null","3894","null","534","null","3323","null","508","null","343","166","null","null","0","109","null","null","163","null","98","null","0","109","null","null","0","109","null","null","65","null","77","null","0","109","null","null","65","77","null","null","141","null","107","null","94","80","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","47","null","54","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101033400","Census Tract 334, Philadelphia County, Pennsylvania","4336","406","null","null","4007","null","412","null","2599","null","336","null","492","334","null","null","73","106","null","null","722","null","216","null","15","26","null","null","106","113","null","null","0","null","109","null","0","109","null","null","0","109","null","null","329","null","229","null","245","201","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","73","null","117","null","11","17","null","null","0","null","109","null","11","null","17","null",
"1400000US42101033500","Census Tract 335, Philadelphia County, Pennsylvania","3558","335","null","null","3045","null","380","null","2199","null","273","null","433","296","null","null","0","109","null","null","287","null","139","null","8","13","null","null","64","77","null","null","54","null","41","null","0","109","null","null","54","41","null","null","513","null","468","null","457","468","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","56","null","89","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101033600","Census Tract 336, Philadelphia County, Pennsylvania","6792","635","null","null","6394","null","571","null","5330","null","523","null","527","426","null","null","0","109","null","null","235","null","201","null","0","109","null","null","117","76","null","null","185","null","193","null","18","27","null","null","167","193","null","null","398","null","332","null","204","261","null","null","2","11","null","null","4","null","19","null","0","109","null","null","0","109","null","null","188","null","215","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","5163","738","null","null","4707","null","760","null","4095","null","700","null","73","72","null","null","11","19","null","null","412","null","291","null","0","109","null","null","0","109","null","null","116","null","191","null","116","191","null","null","0","109","null","null","456","null","269","null","177","127","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","279","null","282","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","5582","380","null","null","5227","null","375","null","3921","null","491","null","90","101","null","null","0","109","null","null","1056","null","442","null","0","109","null","null","130","153","null","null","30","null","37","null","0","109","null","null","30","37","null","null","355","null","277","null","141","158","null","null","78","117","null","null","0","null","109","null","0","109","null","null","0","109","null","null","15","null","22","null","121","191","null","null","1","null","9","null","120","null","190","null",
"1400000US42101033800","Census Tract 338, Philadelphia County, Pennsylvania","5806","475","null","null","5418","null","423","null","4779","null","369","null","366","142","null","null","0","109","null","null","176","null","184","null","0","109","null","null","18","30","null","null","79","null","114","null","18","29","null","null","61","110","null","null","388","null","158","null","23","30","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","318","null","157","null","47","45","null","null","31","null","36","null","16","null","26","null",
"1400000US42101033900","Census Tract 339, Philadelphia County, Pennsylvania","2831","234","null","null","2600","null","258","null","2106","null","254","null","253","175","null","null","0","109","null","null","187","null","140","null","0","109","null","null","11","17","null","null","43","null","37","null","0","109","null","null","43","37","null","null","231","null","152","null","98","81","null","null","13","21","null","null","0","null","109","null","0","109","null","null","0","109","null","null","99","null","103","null","21","36","null","null","21","null","36","null","0","null","109","null",
"1400000US42101034000","Census Tract 340, Philadelphia County, Pennsylvania","2918","213","null","null","2835","null","216","null","2205","null","276","null","150","123","null","null","0","109","null","null","472","null","321","null","0","109","null","null","0","109","null","null","8","null","15","null","0","109","null","null","8","15","null","null","83","null","56","null","65","54","null","null","0","109","null","null","18","null","25","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034100","Census Tract 341, Philadelphia County, Pennsylvania","6060","558","null","null","5571","null","584","null","5242","null","587","null","148","86","null","null","0","109","null","null","97","null","100","null","15","24","null","null","0","109","null","null","69","null","72","null","0","109","null","null","69","72","null","null","489","null","339","null","405","312","null","null","38","59","null","null","0","null","109","null","0","109","null","null","0","109","null","null","46","null","74","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034200","Census Tract 342, Philadelphia County, Pennsylvania","3158","305","null","null","3116","null","306","null","2651","null","327","null","333","218","null","null","0","109","null","null","123","null","183","null","0","109","null","null","0","109","null","null","9","null","14","null","0","109","null","null","9","14","null","null","42","null","36","null","18","20","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","24","37","null","null","24","null","37","null","0","null","109","null",
"1400000US42101034400","Census Tract 344, Philadelphia County, Pennsylvania","8218","700","null","null","7964","null","705","null","6602","null","656","null","45","36","null","null","9","18","null","null","1101","null","407","null","0","109","null","null","58","95","null","null","149","null","132","null","41","49","null","null","108","114","null","null","254","null","257","null","245","256","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","9","null","14","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","3211","298","null","null","2790","null","389","null","1869","null","273","null","318","305","null","null","0","109","null","null","557","null","190","null","0","109","null","null","0","109","null","null","46","null","54","null","0","109","null","null","46","54","null","null","421","null","295","null","64","111","null","null","0","109","null","null","19","null","32","null","0","109","null","null","0","109","null","null","317","null","273","null","21","33","null","null","21","null","33","null","0","null","109","null",
"1400000US42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","5111","599","null","null","4658","null","617","null","2846","null","616","null","841","384","null","null","0","109","null","null","653","null","435","null","0","109","null","null","301","433","null","null","17","null","26","null","0","109","null","null","17","26","null","null","453","null","270","null","398","270","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","32","null","50","null","23","36","null","null","0","null","109","null","23","null","36","null",
"1400000US42101034600","Census Tract 346, Philadelphia County, Pennsylvania","2117","301","null","null","1687","null","274","null","1019","null","191","null","419","201","null","null","0","109","null","null","190","null","154","null","0","109","null","null","27","51","null","null","32","null","37","null","0","109","null","null","32","37","null","null","430","null","244","null","295","219","null","null","0","109","null","null","61","null","101","null","0","109","null","null","0","109","null","null","67","null","79","null","7","11","null","null","0","null","109","null","7","null","11","null",
"1400000US42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","6462","499","null","null","6189","null","526","null","4121","null","631","null","651","449","null","null","36","48","null","null","1367","null","552","null","0","109","null","null","0","109","null","null","14","null","22","null","0","109","null","null","14","22","null","null","273","null","170","null","107","104","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","166","null","149","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","4438","378","null","null","4216","null","423","null","3735","null","415","null","167","126","null","null","0","109","null","null","297","null","254","null","0","109","null","null","0","109","null","null","17","null","26","null","0","109","null","null","17","26","null","null","222","null","149","null","85","83","null","null","0","109","null","null","0","null","109","null","12","20","null","null","0","109","null","null","93","null","101","null","32","53","null","null","32","null","53","null","0","null","109","null",
"1400000US42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","4139","509","null","null","4023","null","455","null","3559","null","303","null","205","127","null","null","0","109","null","null","76","null","103","null","0","109","null","null","17","20","null","null","166","null","229","null","0","109","null","null","166","229","null","null","116","null","133","null","116","133","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","5600","568","null","null","5057","null","518","null","3488","null","307","null","1387","479","null","null","0","109","null","null","104","null","111","null","0","109","null","null","16","27","null","null","62","null","51","null","12","19","null","null","50","48","null","null","543","null","436","null","430","421","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","113","null","130","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","4702","359","null","null","4435","null","356","null","3959","null","386","null","322","243","null","null","0","109","null","null","85","null","71","null","0","109","null","null","0","109","null","null","69","null","65","null","0","109","null","null","69","65","null","null","267","null","133","null","211","162","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","56","null","94","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101034900","Census Tract 349, Philadelphia County, Pennsylvania","6207","719","null","null","5760","null","721","null","4273","null","609","null","1062","429","null","null","0","109","null","null","365","null","291","null","0","109","null","null","0","109","null","null","60","null","71","null","0","109","null","null","60","71","null","null","447","null","340","null","268","245","null","null","41","69","null","null","27","null","44","null","0","109","null","null","0","109","null","null","111","null","180","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035100","Census Tract 351, Philadelphia County, Pennsylvania","3514","316","null","null","3514","null","316","null","3409","null","347","null","16","26","null","null","0","109","null","null","89","null","112","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035200","Census Tract 352, Philadelphia County, Pennsylvania","4525","291","null","null","4440","null","288","null","4041","null","350","null","99","115","null","null","0","109","null","null","287","null","197","null","0","109","null","null","0","109","null","null","13","null","22","null","0","109","null","null","13","22","null","null","85","null","90","null","85","90","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","5735","362","null","null","5518","null","375","null","5152","null","415","null","194","170","null","null","0","109","null","null","172","null","148","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","217","null","208","null","144","128","null","null","73","108","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","4805","399","null","null","4468","null","330","null","3869","null","315","null","346","297","null","null","0","109","null","null","117","null","89","null","0","109","null","null","31","49","null","null","105","null","139","null","0","109","null","null","105","139","null","null","337","null","260","null","152","120","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","185","null","191","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035500","Census Tract 355, Philadelphia County, Pennsylvania","7495","562","null","null","6976","null","521","null","5980","null","519","null","140","135","null","null","0","109","null","null","813","null","258","null","0","109","null","null","0","109","null","null","43","null","61","null","0","109","null","null","43","61","null","null","519","null","402","null","472","393","null","null","0","109","null","null","18","null","29","null","0","109","null","null","0","109","null","null","29","null","47","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","5233","520","null","null","5010","null","526","null","4172","null","381","null","327","434","null","null","0","109","null","null","446","null","169","null","0","109","null","null","22","39","null","null","43","null","47","null","27","41","null","null","16","24","null","null","223","null","185","null","158","172","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","65","null","95","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","3971","307","null","null","3866","null","331","null","2874","null","274","null","180","94","null","null","0","109","null","null","752","null","252","null","0","109","null","null","0","109","null","null","60","null","87","null","49","84","null","null","11","18","null","null","105","null","89","null","68","81","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","37","null","38","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","4730","495","null","null","4423","null","540","null","2907","null","512","null","172","113","null","null","9","13","null","null","1238","null","365","null","0","109","null","null","32","52","null","null","65","null","74","null","27","43","null","null","38","60","null","null","307","null","272","null","307","272","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","3729","785","null","null","3494","null","726","null","2585","null","390","null","91","146","null","null","0","109","null","null","777","null","668","null","0","109","null","null","0","109","null","null","41","null","47","null","0","109","null","null","41","47","null","null","235","null","204","null","235","204","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035800","Census Tract 358, Philadelphia County, Pennsylvania","6155","320","null","null","6111","null","319","null","4982","null","386","null","141","117","null","null","0","109","null","null","972","null","240","null","0","109","null","null","0","109","null","null","16","null","26","null","0","109","null","null","16","26","null","null","44","null","50","null","44","50","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035900","Census Tract 359, Philadelphia County, Pennsylvania","5263","405","null","null","5171","null","434","null","4295","null","445","null","206","155","null","null","0","109","null","null","570","null","243","null","0","109","null","null","0","109","null","null","100","null","81","null","0","109","null","null","100","81","null","null","92","null","109","null","65","82","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","27","null","45","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036000","Census Tract 360, Philadelphia County, Pennsylvania","3288","1212","null","null","3217","null","1214","null","2486","null","1201","null","190","198","null","null","0","109","null","null","484","null","128","null","16","28","null","null","0","109","null","null","41","null","50","null","0","109","null","null","41","50","null","null","71","null","64","null","38","35","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","33","null","51","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036100","Census Tract 361, Philadelphia County, Pennsylvania","4306","352","null","null","4073","null","321","null","3040","null","400","null","822","452","null","null","0","109","null","null","48","null","53","null","0","109","null","null","0","109","null","null","163","null","173","null","0","109","null","null","163","173","null","null","233","null","189","null","93","116","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","140","null","149","null","0","109","null","null","0","null","109","null","0","null","109","null",
