"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002M","B15002_002MA","B15002_002EA","B15002_003E","B15002_003EA","B15002_003M","B15002_003MA","B15002_004E","B15002_004EA","B15002_004M","B15002_004MA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008M","B15002_008MA","B15002_008EA","B15002_009E","B15002_009M","B15002_009MA","B15002_009EA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012M","B15002_012MA","B15002_012EA","B15002_013E","B15002_013EA","B15002_013M","B15002_013MA","B15002_014E","B15002_014EA","B15002_014M","B15002_014MA","B15002_015E","B15002_015M","B15002_015MA","B15002_015EA","B15002_016E","B15002_016M","B15002_016MA","B15002_016EA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018M","B15002_018MA","B15002_018EA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020M","B15002_020MA","B15002_020EA","B15002_021E","B15002_021M","B15002_021MA","B15002_021EA","B15002_022E","B15002_022M","B15002_022MA","B15002_022EA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024M","B15002_024MA","B15002_024EA","B15002_025E","B15002_025M","B15002_025MA","B15002_025EA","B15002_026E","B15002_026M","B15002_026MA","B15002_026EA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028M","B15002_028MA","B15002_028EA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031M","B15002_031MA","B15002_031EA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033EA","B15002_033M","B15002_033MA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035M","B15002_035MA","B15002_035EA",
"1400000US42101030200","Census Tract 302, Philadelphia County, Pennsylvania","5852","1103","null","null","3039","734","null","null","141","null","157","null","0","null","15","null","0","15","null","null","7","null","13","null","19","33","null","null","162","183","null","null","26","41","null","null","253","251","null","null","1141","381","null","null","238","174","null","null","661","null","366","null","166","null","123","null","97","93","null","null","128","113","null","null","0","15","null","null","0","15","null","null","2813","556","null","null","0","15","null","null","51","78","null","null","37","55","null","null","0","15","null","null","38","70","null","null","9","17","null","null","3","6","null","null","77","73","null","null","977","392","null","null","225","126","null","null","703","337","null","null","260","164","null","null","259","176","null","null","136","null","100","null","0","null","15","null","38","68","null","null",
"1400000US42101030501","Census Tract 305.01, Philadelphia County, Pennsylvania","3027","447","null","null","1436","360","null","null","69","null","44","null","0","null","15","null","38","59","null","null","9","null","15","null","7","10","null","null","114","118","null","null","42","55","null","null","30","36","null","null","572","199","null","null","65","54","null","null","216","null","187","null","57","null","69","null","140","81","null","null","58","53","null","null","19","30","null","null","0","15","null","null","1591","198","null","null","121","56","null","null","23","37","null","null","8","14","null","null","27","27","null","null","51","54","null","null","6","9","null","null","86","76","null","null","26","40","null","null","609","149","null","null","124","85","null","null","91","73","null","null","194","140","null","null","139","90","null","null","74","null","53","null","12","null","21","null","0","15","null","null",
"1400000US42101030502","Census Tract 305.02, Philadelphia County, Pennsylvania","3783","486","null","null","1814","365","null","null","35","null","38","null","0","null","15","null","0","15","null","null","11","null","16","null","39","52","null","null","16","28","null","null","58","46","null","null","17","27","null","null","946","348","null","null","43","38","null","null","254","null","126","null","95","null","60","null","196","122","null","null","100","59","null","null","0","15","null","null","4","7","null","null","1969","263","null","null","101","74","null","null","50","54","null","null","0","15","null","null","0","15","null","null","16","26","null","null","47","45","null","null","3","5","null","null","42","65","null","null","652","176","null","null","131","100","null","null","300","111","null","null","212","102","null","null","293","132","null","null","62","null","37","null","38","null","43","null","22","35","null","null",
"1400000US42101030600","Census Tract 306, Philadelphia County, Pennsylvania","5102","766","null","null","2277","409","null","null","65","null","71","null","128","null","198","null","0","15","null","null","4","null","8","null","17","22","null","null","18","24","null","null","54","74","null","null","79","112","null","null","750","239","null","null","445","260","null","null","351","null","285","null","100","null","107","null","153","117","null","null","50","52","null","null","9","16","null","null","54","59","null","null","2825","493","null","null","96","88","null","null","162","228","null","null","7","11","null","null","25","25","null","null","79","111","null","null","105","120","null","null","40","52","null","null","119","110","null","null","951","286","null","null","169","147","null","null","251","162","null","null","142","103","null","null","382","160","null","null","297","null","207","null","0","null","15","null","0","15","null","null",
"1400000US42101030700","Census Tract 307, Philadelphia County, Pennsylvania","2799","421","null","null","1264","259","null","null","62","null","56","null","0","null","11","null","24","38","null","null","0","null","11","null","0","11","null","null","9","14","null","null","33","35","null","null","10","18","null","null","411","208","null","null","72","73","null","null","185","null","105","null","140","null","127","null","149","71","null","null","103","54","null","null","34","44","null","null","32","39","null","null","1535","283","null","null","37","55","null","null","0","11","null","null","0","11","null","null","23","28","null","null","35","56","null","null","0","11","null","null","5","9","null","null","25","36","null","null","284","91","null","null","96","67","null","null","282","181","null","null","136","83","null","null","439","201","null","null","173","null","133","null","0","null","11","null","0","11","null","null",
"1400000US42101030800","Census Tract 308, Philadelphia County, Pennsylvania","3985","773","null","null","1703","300","null","null","13","null","20","null","0","null","15","null","0","15","null","null","20","null","20","null","42","42","null","null","60","55","null","null","0","15","null","null","29","27","null","null","741","189","null","null","54","61","null","null","198","null","122","null","97","null","82","null","297","154","null","null","115","59","null","null","28","44","null","null","9","13","null","null","2282","647","null","null","131","89","null","null","31","32","null","null","39","48","null","null","32","48","null","null","3","8","null","null","20","22","null","null","41","39","null","null","4","6","null","null","530","175","null","null","51","54","null","null","485","259","null","null","445","546","null","null","339","119","null","null","118","null","74","null","13","null","19","null","0","15","null","null",
"1400000US42101030900","Census Tract 309, Philadelphia County, Pennsylvania","2750","304","null","null","1270","235","null","null","18","null","29","null","7","null","13","null","231","268","null","null","14","null","26","null","0","11","null","null","0","11","null","null","38","50","null","null","71","74","null","null","516","165","null","null","67","46","null","null","134","null","85","null","67","null","95","null","96","68","null","null","0","11","null","null","11","21","null","null","0","11","null","null","1480","290","null","null","24","29","null","null","7","20","null","null","1","15","null","null","18","32","null","null","2","4","null","null","0","11","null","null","19","29","null","null","65","107","null","null","750","248","null","null","36","30","null","null","49","47","null","null","155","118","null","null","266","126","null","null","78","null","65","null","10","null","19","null","0","11","null","null",
"1400000US42101031000","Census Tract 310, Philadelphia County, Pennsylvania","4620","612","null","null","2205","398","null","null","68","null","69","null","59","null","63","null","71","71","null","null","0","null","15","null","12","20","null","null","51","61","null","null","91","96","null","null","73","75","null","null","564","225","null","null","232","162","null","null","509","null","340","null","52","null","53","null","339","196","null","null","72","61","null","null","0","15","null","null","12","27","null","null","2415","308","null","null","75","65","null","null","64","70","null","null","79","67","null","null","25","31","null","null","13","23","null","null","146","145","null","null","90","95","null","null","107","85","null","null","890","308","null","null","107","72","null","null","182","143","null","null","183","134","null","null","270","129","null","null","163","null","134","null","0","null","15","null","21","33","null","null",
"1400000US42101031101","Census Tract 311.01, Philadelphia County, Pennsylvania","2830","480","null","null","1481","402","null","null","28","null","32","null","36","null","60","null","49","58","null","null","7","null","9","null","0","11","null","null","41","43","null","null","5","10","null","null","68","46","null","null","766","270","null","null","46","37","null","null","143","null","120","null","74","null","83","null","152","108","null","null","50","58","null","null","0","11","null","null","16","18","null","null","1349","206","null","null","35","34","null","null","2","7","null","null","48","54","null","null","0","11","null","null","55","45","null","null","59","52","null","null","86","91","null","null","64","55","null","null","526","156","null","null","89","62","null","null","112","66","null","null","106","63","null","null","167","92","null","null","0","null","11","null","0","null","11","null","0","11","null","null",
"1400000US42101031102","Census Tract 311.02, Philadelphia County, Pennsylvania","2729","543","null","null","1106","268","null","null","47","null","42","null","23","null","33","null","0","11","null","null","31","null","36","null","0","11","null","null","14","22","null","null","67","73","null","null","57","76","null","null","354","138","null","null","100","76","null","null","215","null","140","null","91","null","83","null","93","73","null","null","0","11","null","null","0","11","null","null","14","22","null","null","1623","411","null","null","375","379","null","null","15","25","null","null","0","11","null","null","0","11","null","null","1","3","null","null","26","29","null","null","51","65","null","null","5","11","null","null","574","227","null","null","113","81","null","null","181","82","null","null","138","64","null","null","103","77","null","null","41","null","46","null","0","null","11","null","0","11","null","null",
"1400000US42101031200","Census Tract 312, Philadelphia County, Pennsylvania","3762","817","null","null","1825","523","null","null","44","null","57","null","0","null","15","null","35","48","null","null","103","null","70","null","12","26","null","null","0","15","null","null","63","85","null","null","56","49","null","null","654","242","null","null","38","39","null","null","174","null","157","null","114","null","79","null","361","334","null","null","158","143","null","null","0","15","null","null","13","20","null","null","1937","395","null","null","40","42","null","null","45","53","null","null","44","54","null","null","74","72","null","null","0","15","null","null","0","15","null","null","111","86","null","null","95","103","null","null","797","298","null","null","167","80","null","null","175","99","null","null","145","91","null","null","157","99","null","null","29","null","32","null","46","null","74","null","12","19","null","null",
"1400000US42101031300","Census Tract 313, Philadelphia County, Pennsylvania","5025","834","null","null","2707","548","null","null","124","null","75","null","0","null","15","null","41","47","null","null","28","null","43","null","61","67","null","null","0","15","null","null","173","136","null","null","65","79","null","null","1356","535","null","null","118","86","null","null","345","null","157","null","203","null","136","null","135","97","null","null","35","40","null","null","0","15","null","null","23","36","null","null","2318","452","null","null","234","110","null","null","29","48","null","null","23","36","null","null","172","110","null","null","0","15","null","null","29","49","null","null","105","83","null","null","74","82","null","null","930","330","null","null","16","25","null","null","441","200","null","null","85","73","null","null","180","138","null","null","0","null","15","null","0","null","15","null","0","15","null","null",
"1400000US42101031401","Census Tract 314.01, Philadelphia County, Pennsylvania","4373","917","null","null","1928","367","null","null","27","null","31","null","39","null","62","null","0","15","null","null","35","null","49","null","84","72","null","null","121","128","null","null","79","72","null","null","12","19","null","null","827","256","null","null","216","212","null","null","184","null","99","null","77","null","80","null","105","118","null","null","75","53","null","null","19","30","null","null","28","43","null","null","2445","645","null","null","77","59","null","null","71","73","null","null","39","60","null","null","48","52","null","null","169","181","null","null","87","75","null","null","143","144","null","null","174","147","null","null","864","328","null","null","225","230","null","null","194","108","null","null","148","111","null","null","174","104","null","null","16","null","27","null","16","null","26","null","0","15","null","null",
"1400000US42101031402","Census Tract 314.02, Philadelphia County, Pennsylvania","3783","593","null","null","1784","375","null","null","112","null","83","null","149","null","153","null","9","14","null","null","315","null","318","null","51","49","null","null","37","33","null","null","25","24","null","null","84","59","null","null","548","129","null","null","170","110","null","null","48","null","41","null","21","null","23","null","154","87","null","null","35","45","null","null","13","19","null","null","13","25","null","null","1999","278","null","null","230","116","null","null","88","65","null","null","91","62","null","null","294","281","null","null","18","21","null","null","34","35","null","null","24","24","null","null","108","89","null","null","603","162","null","null","146","82","null","null","87","62","null","null","76","62","null","null","105","61","null","null","95","null","49","null","0","null","15","null","0","15","null","null",
"1400000US42101031501","Census Tract 315.01, Philadelphia County, Pennsylvania","4587","928","null","null","2280","578","null","null","2","null","24","null","0","null","15","null","23","37","null","null","23","null","36","null","14","23","null","null","0","15","null","null","0","15","null","null","0","15","null","null","1363","490","null","null","45","69","null","null","216","null","197","null","207","null","125","null","250","146","null","null","124","105","null","null","13","23","null","null","0","15","null","null","2307","483","null","null","0","15","null","null","3","39","null","null","100","130","null","null","0","15","null","null","38","43","null","null","10","16","null","null","0","15","null","null","22","34","null","null","702","253","null","null","165","156","null","null","212","163","null","null","354","219","null","null","524","330","null","null","177","null","138","null","0","null","15","null","0","15","null","null",
"1400000US42101031502","Census Tract 315.02, Philadelphia County, Pennsylvania","2483","240","null","null","1123","117","null","null","15","null","32","null","0","null","11","null","9","20","null","null","0","null","11","null","46","50","null","null","34","33","null","null","9","15","null","null","55","51","null","null","474","127","null","null","107","35","null","null","107","null","57","null","36","null","32","null","209","86","null","null","20","40","null","null","0","11","null","null","2","4","null","null","1360","208","null","null","75","70","null","null","0","11","null","null","34","42","null","null","0","11","null","null","21","33","null","null","15","24","null","null","71","71","null","null","39","40","null","null","452","110","null","null","89","71","null","null","199","103","null","null","58","71","null","null","173","80","null","null","43","null","35","null","52","null","52","null","39","53","null","null",
"1400000US42101031600","Census Tract 316, Philadelphia County, Pennsylvania","4401","945","null","null","1933","591","null","null","140","null","85","null","33","null","64","null","0","15","null","null","34","null","57","null","21","34","null","null","85","84","null","null","0","15","null","null","34","45","null","null","967","590","null","null","67","65","null","null","90","null","84","null","169","null","95","null","217","157","null","null","45","75","null","null","0","15","null","null","31","45","null","null","2468","488","null","null","85","46","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","160","147","null","null","87","88","null","null","0","15","null","null","832","274","null","null","194","145","null","null","535","354","null","null","223","132","null","null","239","190","null","null","112","null","103","null","1","null","3","null","0","15","null","null",
"1400000US42101031700","Census Tract 317, Philadelphia County, Pennsylvania","3738","732","null","null","1955","422","null","null","51","null","51","null","0","null","15","null","250","169","null","null","62","null","80","null","18","29","null","null","110","90","null","null","72","106","null","null","108","102","null","null","862","370","null","null","94","70","null","null","29","null","34","null","82","null","76","null","179","141","null","null","38","65","null","null","0","15","null","null","0","15","null","null","1783","570","null","null","18","32","null","null","0","15","null","null","27","40","null","null","0","15","null","null","0","15","null","null","0","15","null","null","45","51","null","null","21","33","null","null","1020","558","null","null","130","100","null","null","157","124","null","null","142","132","null","null","169","111","null","null","54","null","55","null","0","null","15","null","0","15","null","null",
"1400000US42101031800","Census Tract 318, Philadelphia County, Pennsylvania","2750","538","null","null","1206","377","null","null","10","null","15","null","0","null","11","null","17","26","null","null","14","null","24","null","0","11","null","null","23","35","null","null","17","27","null","null","27","33","null","null","568","284","null","null","68","66","null","null","163","null","101","null","159","null","175","null","120","99","null","null","20","32","null","null","0","11","null","null","0","11","null","null","1544","276","null","null","10","14","null","null","24","38","null","null","15","23","null","null","0","11","null","null","35","46","null","null","24","28","null","null","12","18","null","null","23","26","null","null","358","142","null","null","201","128","null","null","379","180","null","null","60","48","null","null","270","166","null","null","80","null","70","null","34","null","36","null","19","31","null","null",
"1400000US42101031900","Census Tract 319, Philadelphia County, Pennsylvania","3406","506","null","null","1683","325","null","null","88","null","55","null","93","null","146","null","0","15","null","null","97","null","83","null","0","15","null","null","48","49","null","null","106","89","null","null","72","71","null","null","483","153","null","null","56","53","null","null","248","null","126","null","172","null","103","null","162","93","null","null","0","15","null","null","56","63","null","null","2","4","null","null","1723","349","null","null","38","39","null","null","24","47","null","null","0","15","null","null","69","80","null","null","43","46","null","null","38","43","null","null","65","53","null","null","69","53","null","null","613","335","null","null","170","98","null","null","207","114","null","null","218","125","null","null","109","73","null","null","33","null","40","null","27","null","42","null","0","15","null","null",
"1400000US42101032000","Census Tract 320, Philadelphia County, Pennsylvania","4475","933","null","null","1910","452","null","null","29","null","45","null","0","null","15","null","212","315","null","null","0","null","15","null","14","23","null","null","0","15","null","null","61","75","null","null","57","57","null","null","1019","306","null","null","51","63","null","null","92","null","76","null","113","null","102","null","148","119","null","null","114","81","null","null","0","15","null","null","0","15","null","null","2565","573","null","null","56","80","null","null","0","15","null","null","0","15","null","null","0","15","null","null","60","73","null","null","30","45","null","null","290","421","null","null","8","16","null","null","1065","278","null","null","41","48","null","null","266","167","null","null","230","153","null","null","382","190","null","null","113","null","84","null","24","null","38","null","0","15","null","null",
"1400000US42101032100","Census Tract 321, Philadelphia County, Pennsylvania","2378","523","null","null","1061","281","null","null","10","null","27","null","8","null","12","null","0","11","null","null","11","null","18","null","40","65","null","null","11","17","null","null","1","8","null","null","0","11","null","null","442","209","null","null","118","72","null","null","126","null","101","null","47","null","60","null","59","73","null","null","188","226","null","null","0","11","null","null","0","11","null","null","1317","373","null","null","19","29","null","null","0","11","null","null","0","11","null","null","17","20","null","null","22","40","null","null","19","26","null","null","14","23","null","null","17","26","null","null","331","140","null","null","129","120","null","null","314","118","null","null","132","161","null","null","200","150","null","null","103","null","158","null","0","null","11","null","0","11","null","null",
"1400000US42101032300","Census Tract 323, Philadelphia County, Pennsylvania","2311","368","null","null","938","220","null","null","0","null","11","null","0","null","11","null","8","13","null","null","0","null","11","null","0","11","null","null","23","32","null","null","61","62","null","null","52","45","null","null","531","190","null","null","103","90","null","null","35","null","34","null","96","null","63","null","14","22","null","null","15","24","null","null","0","11","null","null","0","11","null","null","1373","252","null","null","0","11","null","null","57","45","null","null","45","52","null","null","0","11","null","null","57","49","null","null","49","41","null","null","21","27","null","null","56","41","null","null","642","221","null","null","145","77","null","null","49","41","null","null","86","59","null","null","120","96","null","null","46","null","43","null","0","null","11","null","0","11","null","null",
"1400000US42101032500","Census Tract 325, Philadelphia County, Pennsylvania","4056","737","null","null","2088","408","null","null","103","null","102","null","35","null","54","null","21","33","null","null","177","null","278","null","64","67","null","null","22","32","null","null","62","68","null","null","87","74","null","null","632","227","null","null","253","137","null","null","392","null","195","null","94","null","83","null","146","100","null","null","0","15","null","null","0","15","null","null","0","15","null","null","1968","460","null","null","0","15","null","null","0","15","null","null","94","90","null","null","45","55","null","null","0","15","null","null","20","32","null","null","19","33","null","null","23","33","null","null","665","315","null","null","232","136","null","null","504","287","null","null","234","134","null","null","58","66","null","null","74","null","68","null","0","null","15","null","0","15","null","null",
"1400000US42101032600","Census Tract 326, Philadelphia County, Pennsylvania","5205","711","null","null","2276","353","null","null","71","null","85","null","48","null","79","null","0","15","null","null","17","null","28","null","0","15","null","null","29","50","null","null","0","15","null","null","117","99","null","null","1132","329","null","null","34","32","null","null","364","null","145","null","57","null","74","null","161","141","null","null","172","130","null","null","42","69","null","null","32","51","null","null","2929","538","null","null","68","90","null","null","25","43","null","null","0","15","null","null","93","123","null","null","11","19","null","null","74","83","null","null","12","20","null","null","162","131","null","null","1205","326","null","null","71","90","null","null","304","169","null","null","421","452","null","null","272","153","null","null","211","null","215","null","0","null","15","null","0","15","null","null",
"1400000US42101032900","Census Tract 329, Philadelphia County, Pennsylvania","2650","420","null","null","1205","262","null","null","17","null","23","null","65","null","104","null","0","11","null","null","1","null","5","null","29","39","null","null","48","51","null","null","56","61","null","null","27","31","null","null","605","161","null","null","54","60","null","null","120","null","118","null","30","null","39","null","111","90","null","null","36","48","null","null","6","10","null","null","0","11","null","null","1445","290","null","null","24","26","null","null","0","11","null","null","0","11","null","null","71","70","null","null","45","48","null","null","79","92","null","null","72","55","null","null","61","64","null","null","507","255","null","null","81","61","null","null","93","64","null","null","76","62","null","null","249","176","null","null","65","null","65","null","16","null","26","null","6","10","null","null",
"1400000US42101033000","Census Tract 330, Philadelphia County, Pennsylvania","5674","1055","null","null","2559","507","null","null","0","null","15","null","0","null","15","null","0","15","null","null","59","null","76","null","50","60","null","null","0","15","null","null","212","183","null","null","55","60","null","null","764","250","null","null","164","124","null","null","633","null","270","null","85","null","76","null","405","199","null","null","75","125","null","null","57","86","null","null","0","15","null","null","3115","676","null","null","46","59","null","null","15","27","null","null","32","49","null","null","65","75","null","null","93","147","null","null","128","113","null","null","67","107","null","null","72","62","null","null","1228","403","null","null","182","106","null","null","395","161","null","null","187","125","null","null","251","127","null","null","354","null","454","null","0","null","15","null","0","15","null","null",
"1400000US42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","3199","492","null","null","1584","307","null","null","77","null","53","null","0","null","15","null","0","15","null","null","0","null","15","null","47","50","null","null","53","81","null","null","7","12","null","null","19","22","null","null","680","152","null","null","96","53","null","null","159","null","83","null","253","null","250","null","82","55","null","null","97","69","null","null","4","7","null","null","10","16","null","null","1615","315","null","null","101","130","null","null","0","15","null","null","42","49","null","null","0","15","null","null","47","55","null","null","0","15","null","null","37","32","null","null","0","15","null","null","635","139","null","null","72","40","null","null","126","76","null","null","280","253","null","null","155","79","null","null","104","null","55","null","6","null","10","null","10","16","null","null",
"1400000US42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","2657","248","null","null","1317","166","null","null","21","null","24","null","10","null","15","null","9","16","null","null","7","null","12","null","0","11","null","null","53","31","null","null","38","47","null","null","60","48","null","null","370","108","null","null","33","28","null","null","195","null","110","null","105","null","84","null","372","138","null","null","10","15","null","null","8","13","null","null","26","28","null","null","1340","191","null","null","8","14","null","null","0","11","null","null","0","11","null","null","7","11","null","null","0","11","null","null","15","23","null","null","17","19","null","null","19","25","null","null","634","160","null","null","76","55","null","null","123","67","null","null","148","87","null","null","74","60","null","null","198","null","87","null","7","null","12","null","14","22","null","null",
"1400000US42101033200","Census Tract 332, Philadelphia County, Pennsylvania","2098","310","null","null","1010","168","null","null","61","null","37","null","5","null","7","null","28","43","null","null","28","null","31","null","35","44","null","null","16","17","null","null","6","10","null","null","16","18","null","null","357","133","null","null","145","83","null","null","83","null","55","null","30","null","22","null","118","61","null","null","82","59","null","null","0","11","null","null","0","11","null","null","1088","192","null","null","63","82","null","null","25","36","null","null","87","89","null","null","32","27","null","null","35","35","null","null","20","25","null","null","0","11","null","null","13","15","null","null","344","78","null","null","83","46","null","null","45","32","null","null","76","43","null","null","101","55","null","null","96","null","82","null","58","null","66","null","10","10","null","null",
"1400000US42101033300","Census Tract 333, Philadelphia County, Pennsylvania","3186","394","null","null","1428","241","null","null","0","null","11","null","10","null","21","null","0","11","null","null","17","null","22","null","17","29","null","null","48","37","null","null","72","62","null","null","0","11","null","null","616","180","null","null","40","34","null","null","204","null","133","null","101","null","74","null","165","111","null","null","95","49","null","null","26","35","null","null","17","20","null","null","1758","213","null","null","14","22","null","null","0","11","null","null","8","13","null","null","33","38","null","null","25","24","null","null","37","46","null","null","12","20","null","null","0","11","null","null","744","139","null","null","44","33","null","null","145","84","null","null","65","48","null","null","497","151","null","null","134","null","102","null","0","null","11","null","0","11","null","null",
"1400000US42101033400","Census Tract 334, Philadelphia County, Pennsylvania","3958","575","null","null","2035","399","null","null","33","null","28","null","0","null","15","null","52","47","null","null","49","null","61","null","70","97","null","null","17","19","null","null","5","12","null","null","68","56","null","null","780","362","null","null","64","41","null","null","128","null","94","null","133","null","84","null","415","148","null","null","123","76","null","null","49","61","null","null","49","41","null","null","1923","275","null","null","28","33","null","null","0","15","null","null","23","26","null","null","41","38","null","null","33","42","null","null","138","102","null","null","40","33","null","null","73","81","null","null","662","159","null","null","96","73","null","null","136","102","null","null","100","70","null","null","331","125","null","null","195","null","109","null","0","null","15","null","27","35","null","null",
"1400000US42101033500","Census Tract 335, Philadelphia County, Pennsylvania","2452","375","null","null","1228","307","null","null","119","null","125","null","0","null","11","null","28","26","null","null","21","null","26","null","0","11","null","null","12","20","null","null","20","22","null","null","50","48","null","null","495","129","null","null","20","22","null","null","58","null","38","null","176","null","126","null","164","88","null","null","65","63","null","null","0","11","null","null","0","11","null","null","1224","175","null","null","47","35","null","null","0","11","null","null","19","23","null","null","45","54","null","null","10","16","null","null","22","31","null","null","43","33","null","null","68","46","null","null","512","177","null","null","40","39","null","null","53","41","null","null","34","37","null","null","236","82","null","null","69","null","61","null","16","null","25","null","10","16","null","null",
"1400000US42101033600","Census Tract 336, Philadelphia County, Pennsylvania","4883","535","null","null","2517","362","null","null","37","null","38","null","0","null","15","null","0","15","null","null","42","null","47","null","16","42","null","null","116","130","null","null","11","19","null","null","101","74","null","null","888","294","null","null","335","243","null","null","333","null","170","null","83","null","86","null","367","161","null","null","137","157","null","null","51","49","null","null","0","15","null","null","2366","311","null","null","71","55","null","null","12","27","null","null","95","106","null","null","0","15","null","null","13","26","null","null","0","15","null","null","44","50","null","null","28","32","null","null","1023","278","null","null","210","176","null","null","222","145","null","null","123","88","null","null","391","178","null","null","134","null","106","null","0","null","15","null","0","15","null","null",
"1400000US42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","5171","961","null","null","2513","566","null","null","44","null","51","null","69","null","102","null","49","61","null","null","1","null","4","null","57","69","null","null","16","24","null","null","60","61","null","null","211","128","null","null","935","420","null","null","107","113","null","null","199","null","142","null","179","null","171","null","293","128","null","null","136","68","null","null","122","136","null","null","35","43","null","null","2658","462","null","null","200","113","null","null","0","15","null","null","26","42","null","null","25","30","null","null","99","98","null","null","52","50","null","null","0","15","null","null","41","48","null","null","1204","383","null","null","59","65","null","null","49","49","null","null","168","212","null","null","568","328","null","null","98","null","105","null","69","null","94","null","0","15","null","null",
"1400000US42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","3173","350","null","null","1521","302","null","null","84","null","84","null","0","null","11","null","1","3","null","null","14","null","24","null","19","30","null","null","18","28","null","null","19","31","null","null","20","37","null","null","548","253","null","null","19","30","null","null","182","null","134","null","79","null","81","null","377","137","null","null","106","93","null","null","20","30","null","null","15","27","null","null","1652","200","null","null","156","135","null","null","0","11","null","null","0","11","null","null","33","40","null","null","44","38","null","null","0","11","null","null","30","35","null","null","36","45","null","null","794","163","null","null","45","45","null","null","87","70","null","null","81","94","null","null","219","107","null","null","127","null","101","null","0","null","11","null","0","11","null","null",
"1400000US42101033800","Census Tract 338, Philadelphia County, Pennsylvania","5119","728","null","null","2623","457","null","null","46","null","42","null","0","null","15","null","29","47","null","null","13","null","31","null","41","45","null","null","0","15","null","null","23","39","null","null","35","41","null","null","1062","404","null","null","299","174","null","null","187","null","149","null","198","null","118","null","604","245","null","null","50","50","null","null","0","15","null","null","36","42","null","null","2496","371","null","null","50","46","null","null","0","15","null","null","0","15","null","null","4","11","null","null","0","15","null","null","82","112","null","null","69","70","null","null","70","57","null","null","924","269","null","null","329","142","null","null","232","136","null","null","145","102","null","null","375","158","null","null","80","null","65","null","30","null","46","null","106","128","null","null",
"1400000US42101033900","Census Tract 339, Philadelphia County, Pennsylvania","2215","307","null","null","932","163","null","null","0","null","11","null","0","null","11","null","14","23","null","null","26","null","24","null","0","11","null","null","74","64","null","null","59","52","null","null","34","41","null","null","288","98","null","null","51","51","null","null","94","null","58","null","67","null","62","null","178","102","null","null","47","33","null","null","0","11","null","null","0","11","null","null","1283","245","null","null","17","18","null","null","0","11","null","null","0","11","null","null","20","25","null","null","0","11","null","null","40","35","null","null","35","34","null","null","0","11","null","null","460","167","null","null","64","34","null","null","30","28","null","null","75","43","null","null","309","113","null","null","191","null","180","null","0","null","11","null","42","47","null","null",
"1400000US42101034000","Census Tract 340, Philadelphia County, Pennsylvania","2338","345","null","null","1140","215","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","10","17","null","null","90","116","null","null","23","26","null","null","402","137","null","null","69","43","null","null","161","null","75","null","57","null","67","null","275","129","null","null","37","29","null","null","16","18","null","null","0","11","null","null","1198","177","null","null","25","39","null","null","5","8","null","null","6","11","null","null","8","13","null","null","0","11","null","null","0","11","null","null","0","11","null","null","37","34","null","null","440","165","null","null","38","32","null","null","157","104","null","null","67","42","null","null","215","66","null","null","125","null","73","null","25","null","29","null","50","56","null","null",
"1400000US42101034100","Census Tract 341, Philadelphia County, Pennsylvania","4251","788","null","null","2175","414","null","null","0","null","15","null","0","null","15","null","0","15","null","null","35","null","34","null","1","2","null","null","13","21","null","null","89","132","null","null","0","15","null","null","1027","398","null","null","121","100","null","null","80","null","74","null","135","null","113","null","446","183","null","null","140","109","null","null","57","90","null","null","31","27","null","null","2076","460","null","null","58","77","null","null","0","15","null","null","0","15","null","null","11","17","null","null","0","15","null","null","30","34","null","null","86","109","null","null","51","43","null","null","726","387","null","null","106","68","null","null","158","107","null","null","132","83","null","null","393","153","null","null","254","null","195","null","17","null","27","null","54","55","null","null",
