"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002EA","B15002_002M","B15002_002MA","B15002_003E","B15002_003M","B15002_003MA","B15002_003EA","B15002_004E","B15002_004M","B15002_004MA","B15002_004EA","B15002_005E","B15002_005M","B15002_005MA","B15002_005EA","B15002_006E","B15002_006EA","B15002_006M","B15002_006MA","B15002_007E","B15002_007M","B15002_007MA","B15002_007EA","B15002_008E","B15002_008EA","B15002_008M","B15002_008MA","B15002_009E","B15002_009EA","B15002_009M","B15002_009MA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012EA","B15002_012M","B15002_012MA","B15002_013E","B15002_013M","B15002_013MA","B15002_013EA","B15002_014E","B15002_014M","B15002_014MA","B15002_014EA","B15002_015E","B15002_015EA","B15002_015M","B15002_015MA","B15002_016E","B15002_016EA","B15002_016M","B15002_016MA","B15002_017E","B15002_017M","B15002_017MA","B15002_017EA","B15002_018E","B15002_018EA","B15002_018M","B15002_018MA","B15002_019E","B15002_019M","B15002_019MA","B15002_019EA","B15002_020E","B15002_020EA","B15002_020M","B15002_020MA","B15002_021E","B15002_021EA","B15002_021M","B15002_021MA","B15002_022E","B15002_022EA","B15002_022M","B15002_022MA","B15002_023E","B15002_023M","B15002_023MA","B15002_023EA","B15002_024E","B15002_024EA","B15002_024M","B15002_024MA","B15002_025E","B15002_025EA","B15002_025M","B15002_025MA","B15002_026E","B15002_026EA","B15002_026M","B15002_026MA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028EA","B15002_028M","B15002_028MA","B15002_029E","B15002_029M","B15002_029MA","B15002_029EA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031EA","B15002_031M","B15002_031MA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033M","B15002_033MA","B15002_033EA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035EA","B15002_035M","B15002_035MA",
"1400000US42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","3929","283","null","null","1802","null","193","null","0","109","null","null","12","19","null","null","64","43","null","null","0","null","109","null","15","23","null","null","49","null","46","null","66","null","64","null","22","27","null","null","440","110","null","null","116","null","72","null","456","168","null","null","67","52","null","null","397","null","118","null","68","null","55","null","30","35","null","null","0","null","109","null","2127","188","null","null","0","null","109","null","58","null","61","null","61","null","42","null","53","44","null","null","45","null","42","null","78","null","33","null","21","null","31","null","107","61","null","null","834","null","171","null","41","40","null","null","218","104","null","null","89","null","53","null","345","120","null","null","177","98","null","null","0","null","109","null","0","null","109","null",
"1400000US42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","2527","296","null","null","1247","null","163","null","117","106","null","null","16","27","null","null","14","21","null","null","0","null","109","null","0","109","null","null","63","null","54","null","14","null","21","null","9","16","null","null","205","105","null","null","65","null","54","null","156","75","null","null","123","62","null","null","324","null","139","null","111","null","66","null","15","23","null","null","15","null","23","null","1280","183","null","null","78","null","68","null","25","null","27","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","23","null","26","null","44","45","null","null","421","null","115","null","35","38","null","null","47","46","null","null","83","null","60","null","230","106","null","null","269","103","null","null","11","null","14","null","14","null","23","null",
"1400000US42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","3402","341","null","null","1390","null","240","null","0","109","null","null","0","109","null","null","29","47","null","null","0","null","109","null","0","109","null","null","38","null","46","null","15","null","24","null","40","38","null","null","633","201","null","null","32","null","36","null","166","98","null","null","122","80","null","null","227","null","106","null","75","null","70","null","13","21","null","null","0","null","109","null","2012","197","null","null","30","null","51","null","14","null","21","null","69","null","80","null","0","109","null","null","101","null","93","null","29","null","48","null","0","null","109","null","80","51","null","null","718","null","177","null","127","94","null","null","339","130","null","null","77","null","66","null","246","113","null","null","89","61","null","null","93","null","65","null","0","null","109","null",
"1400000US42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","2822","553","null","null","1295","null","296","null","18","29","null","null","30","35","null","null","0","109","null","null","0","null","109","null","0","109","null","null","39","null","34","null","0","null","109","null","13","20","null","null","406","159","null","null","0","null","109","null","146","100","null","null","76","62","null","null","446","null","270","null","66","null","72","null","55","68","null","null","0","null","109","null","1527","308","null","null","0","null","109","null","0","null","109","null","0","null","109","null","87","97","null","null","67","null","96","null","22","null","34","null","14","null","22","null","104","90","null","null","529","null","150","null","31","35","null","null","136","95","null","null","66","null","69","null","357","132","null","null","88","66","null","null","26","null","30","null","0","null","109","null",
"1400000US42101035800","Census Tract 358, Philadelphia County, Pennsylvania","4541","240","null","null","2351","null","187","null","0","109","null","null","0","109","null","null","14","22","null","null","40","null","51","null","0","109","null","null","46","null","43","null","51","null","45","null","64","51","null","null","714","169","null","null","157","null","97","null","404","178","null","null","166","120","null","null","399","null","145","null","268","null","103","null","13","22","null","null","15","null","23","null","2190","190","null","null","20","null","34","null","8","null","15","null","0","null","109","null","79","71","null","null","0","null","109","null","58","null","48","null","41","null","42","null","44","46","null","null","636","null","146","null","139","84","null","null","159","87","null","null","252","null","121","null","524","167","null","null","187","94","null","null","43","null","41","null","0","null","109","null",
"1400000US42101035900","Census Tract 359, Philadelphia County, Pennsylvania","3995","315","null","null","1814","null","221","null","0","109","null","null","16","25","null","null","0","109","null","null","22","null","34","null","14","22","null","null","0","null","109","null","43","null","34","null","28","31","null","null","710","188","null","null","171","null","119","null","245","102","null","null","125","64","null","null","298","null","116","null","76","null","63","null","13","20","null","null","53","null","64","null","2181","228","null","null","13","null","21","null","0","null","109","null","20","null","33","null","35","41","null","null","21","null","33","null","63","null","47","null","163","null","90","null","39","36","null","null","769","null","160","null","88","57","null","null","224","115","null","null","128","null","71","null","380","143","null","null","190","86","null","null","48","null","46","null","0","null","109","null",
"1400000US42101036000","Census Tract 360, Philadelphia County, Pennsylvania","2646","1191","null","null","966","null","185","null","15","25","null","null","0","109","null","null","80","115","null","null","30","null","34","null","0","109","null","null","0","null","109","null","48","null","36","null","14","17","null","null","270","107","null","null","53","null","37","null","115","67","null","null","89","47","null","null","164","null","90","null","44","null","27","null","25","33","null","null","19","null","28","null","1680","1057","null","null","71","null","116","null","0","null","109","null","21","null","24","null","162","159","null","null","33","null","42","null","88","null","118","null","97","null","119","null","105","121","null","null","632","null","494","null","24","23","null","null","133","72","null","null","101","null","55","null","140","73","null","null","46","35","null","null","27","null","32","null","0","null","109","null",
"1400000US42101036100","Census Tract 361, Philadelphia County, Pennsylvania","2693","213","null","null","1245","null","143","null","11","19","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","32","null","28","null","9","null","15","null","9","14","null","null","470","125","null","null","148","null","76","null","222","99","null","null","94","76","null","null","213","null","106","null","37","null","29","null","0","109","null","null","0","null","109","null","1448","126","null","null","23","null","37","null","0","null","109","null","0","null","109","null","16","18","null","null","0","null","109","null","42","null","36","null","50","null","36","null","28","28","null","null","766","null","175","null","90","53","null","null","130","64","null","null","147","null","91","null","123","67","null","null","26","28","null","null","0","null","109","null","7","null","11","null",
"1400000US42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","3569","248","null","null","1666","null","174","null","0","109","null","null","0","109","null","null","0","109","null","null","15","null","24","null","127","66","null","null","47","null","42","null","14","null","22","null","58","50","null","null","660","157","null","null","358","null","164","null","162","88","null","null","47","45","null","null","78","null","58","null","54","null","51","null","46","41","null","null","0","null","109","null","1903","211","null","null","0","null","109","null","0","null","109","null","22","null","35","null","15","25","null","null","18","null","20","null","85","null","47","null","94","null","54","null","92","71","null","null","729","null","148","null","296","125","null","null","89","80","null","null","149","null","91","null","264","122","null","null","50","47","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","4324","284","null","null","2013","null","224","null","11","19","null","null","0","109","null","null","15","22","null","null","16","null","25","null","64","60","null","null","49","null","39","null","42","null","38","null","24","30","null","null","945","177","null","null","103","null","84","null","309","144","null","null","98","78","null","null","297","null","107","null","40","null","38","null","0","109","null","null","0","null","109","null","2311","229","null","null","21","null","33","null","0","null","109","null","0","null","109","null","82","78","null","null","54","null","40","null","52","null","40","null","63","null","46","null","0","109","null","null","1034","null","188","null","168","72","null","null","181","102","null","null","254","null","103","null","349","156","null","null","27","31","null","null","26","null","29","null","0","null","109","null",
"1400000US42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","3197","319","null","null","1533","null","216","null","18","26","null","null","0","109","null","null","0","109","null","null","12","null","18","null","28","34","null","null","33","null","32","null","33","null","27","null","61","65","null","null","688","154","null","null","91","null","50","null","185","80","null","null","85","56","null","null","180","null","90","null","97","null","59","null","11","17","null","null","11","null","18","null","1664","167","null","null","0","null","109","null","0","null","109","null","10","null","16","null","26","30","null","null","10","null","16","null","33","null","27","null","106","null","56","null","64","55","null","null","790","null","153","null","52","35","null","null","193","94","null","null","104","null","51","null","209","105","null","null","43","41","null","null","15","null","17","null","9","null","15","null",
"1400000US42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","2604","186","null","null","1191","null","120","null","32","35","null","null","0","109","null","null","0","109","null","null","11","null","18","null","69","66","null","null","17","null","24","null","29","null","21","null","8","13","null","null","592","141","null","null","128","null","73","null","91","68","null","null","90","63","null","null","76","null","42","null","23","null","22","null","0","109","null","null","25","null","27","null","1413","156","null","null","15","null","26","null","0","null","109","null","10","null","15","null","0","109","null","null","8","null","14","null","53","null","56","null","49","null","40","null","29","27","null","null","634","null","127","null","79","51","null","null","196","81","null","null","57","null","44","null","213","85","null","null","48","32","null","null","9","null","15","null","13","null","21","null",
"1400000US42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","2192","267","null","null","1034","null","177","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","16","25","null","null","76","null","81","null","9","null","15","null","9","14","null","null","517","138","null","null","99","null","69","null","160","91","null","null","35","27","null","null","78","null","60","null","13","null","20","null","9","14","null","null","13","null","21","null","1158","148","null","null","0","null","109","null","0","null","109","null","0","null","109","null","35","32","null","null","0","null","109","null","13","null","21","null","25","null","39","null","24","26","null","null","555","null","136","null","109","64","null","null","178","102","null","null","25","null","32","null","142","81","null","null","43","33","null","null","9","null","13","null","0","null","109","null",
"1400000US42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","4493","235","null","null","2210","null","196","null","0","109","null","null","0","109","null","null","21","32","null","null","79","null","65","null","20","32","null","null","31","null","34","null","43","null","37","null","39","37","null","null","940","184","null","null","237","null","98","null","240","125","null","null","107","97","null","null","329","null","132","null","91","null","60","null","13","20","null","null","20","null","31","null","2283","161","null","null","0","null","109","null","23","null","36","null","0","null","109","null","51","49","null","null","77","null","65","null","26","null","29","null","87","null","57","null","0","109","null","null","1173","null","191","null","162","83","null","null","180","82","null","null","143","null","88","null","251","111","null","null","79","51","null","null","31","null","34","null","0","null","109","null",
"1400000US42101036400","Census Tract 364, Philadelphia County, Pennsylvania","393","280","null","null","362","null","292","null","43","72","null","null","49","81","null","null","0","109","null","null","15","null","18","null","0","109","null","null","22","null","36","null","7","null","12","null","36","58","null","null","153","200","null","null","0","null","109","null","30","32","null","null","0","109","null","null","7","null","12","null","0","null","109","null","0","109","null","null","0","null","109","null","31","42","null","null","0","null","109","null","24","null","40","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","7","null","12","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","4065","325","null","null","1866","null","227","null","0","109","null","null","12","19","null","null","0","109","null","null","24","null","25","null","54","90","null","null","57","null","52","null","23","null","33","null","0","109","null","null","645","210","null","null","153","null","86","null","314","135","null","null","122","83","null","null","294","null","126","null","56","null","48","null","66","47","null","null","46","null","47","null","2199","236","null","null","8","null","13","null","0","null","109","null","9","null","14","null","65","56","null","null","8","null","13","null","59","null","50","null","16","null","25","null","0","109","null","null","898","null","229","null","72","56","null","null","150","95","null","null","135","null","76","null","507","140","null","null","218","126","null","null","28","null","37","null","26","null","35","null",
"1400000US42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","2514","300","null","null","1202","null","165","null","12","19","null","null","0","109","null","null","11","18","null","null","21","null","25","null","0","109","null","null","41","null","54","null","35","null","33","null","0","109","null","null","437","155","null","null","87","null","62","null","198","104","null","null","54","57","null","null","281","null","107","null","8","null","14","null","0","109","null","null","17","null","26","null","1312","212","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","110","null","105","null","34","null","42","null","86","88","null","null","537","null","144","null","92","56","null","null","132","76","null","null","38","null","42","null","224","95","null","null","42","49","null","null","0","null","109","null","17","null","26","null",
"1400000US42101036600","Census Tract 366, Philadelphia County, Pennsylvania","1139","163","null","null","673","null","127","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","10","16","null","null","0","null","109","null","0","null","109","null","0","109","null","null","64","69","null","null","12","null","18","null","76","67","null","null","24","39","null","null","344","null","108","null","68","null","28","null","27","20","null","null","48","null","51","null","466","116","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","9","14","null","null","85","53","null","null","0","null","109","null","191","68","null","null","96","51","null","null","65","null","43","null","20","null","22","null",
"1400000US42101036700","Census Tract 367, Philadelphia County, Pennsylvania","1830","236","null","null","932","null","132","null","0","109","null","null","0","109","null","null","0","109","null","null","40","null","54","null","0","109","null","null","30","null","29","null","0","null","109","null","32","28","null","null","208","83","null","null","8","null","12","null","66","48","null","null","81","65","null","null","316","null","92","null","73","null","54","null","56","39","null","null","22","null","27","null","898","197","null","null","0","null","109","null","6","null","10","null","37","null","46","null","0","109","null","null","0","null","109","null","8","null","13","null","9","null","14","null","9","13","null","null","78","null","40","null","15","18","null","null","72","54","null","null","91","null","63","null","333","146","null","null","169","70","null","null","39","null","34","null","32","null","30","null",
"1400000US42101036900","Census Tract 369, Philadelphia County, Pennsylvania","1937","386","null","null","1099","null","359","null","0","109","null","null","8","14","null","null","9","15","null","null","24","null","30","null","0","109","null","null","31","null","31","null","56","null","39","null","0","109","null","null","281","153","null","null","76","null","86","null","81","52","null","null","16","27","null","null","292","null","141","null","75","null","50","null","110","63","null","null","40","null","31","null","838","179","null","null","8","null","13","null","8","null","13","null","18","null","29","null","16","13","null","null","16","null","14","null","26","null","14","null","40","null","55","null","17","27","null","null","98","null","54","null","0","109","null","null","18","15","null","null","0","null","109","null","313","122","null","null","85","53","null","null","120","null","87","null","55","null","50","null",
"1400000US42101037200","Census Tract 372, Philadelphia County, Pennsylvania","3085","216","null","null","1411","null","165","null","45","42","null","null","0","109","null","null","0","109","null","null","22","null","35","null","21","25","null","null","57","null","43","null","12","null","16","null","67","44","null","null","589","129","null","null","81","null","44","null","84","54","null","null","61","69","null","null","228","null","117","null","111","null","77","null","23","27","null","null","10","null","16","null","1674","156","null","null","23","null","27","null","36","null","56","null","62","null","64","null","63","50","null","null","37","null","33","null","116","null","79","null","85","null","57","null","59","42","null","null","707","null","142","null","90","47","null","null","77","44","null","null","59","null","39","null","235","85","null","null","14","22","null","null","11","null","17","null","0","null","109","null",
"1400000US42101037300","Census Tract 373, Philadelphia County, Pennsylvania","3847","559","null","null","1803","null","303","null","55","38","null","null","32","46","null","null","32","29","null","null","56","null","39","null","13","22","null","null","94","null","63","null","62","null","45","null","60","41","null","null","552","178","null","null","81","null","50","null","154","71","null","null","120","124","null","null","290","null","104","null","96","null","57","null","70","43","null","null","36","null","35","null","2044","352","null","null","34","null","32","null","16","null","21","null","59","null","54","null","28","25","null","null","7","null","10","null","50","null","67","null","52","null","43","null","70","60","null","null","775","null","156","null","61","46","null","null","95","53","null","null","255","null","220","null","365","163","null","null","80","68","null","null","30","null","34","null","67","null","66","null",
"1400000US42101037500","Census Tract 375, Philadelphia County, Pennsylvania","2315","264","null","null","1035","null","215","null","17","24","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","6","null","10","null","36","40","null","null","108","75","null","null","29","null","29","null","164","99","null","null","69","46","null","null","190","null","148","null","114","null","69","null","210","92","null","null","92","null","66","null","1280","145","null","null","24","null","33","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","11","null","18","null","24","22","null","null","245","null","82","null","71","52","null","null","177","83","null","null","66","null","64","null","254","99","null","null","234","79","null","null","143","null","87","null","31","null","29","null",
"1400000US42101037600","Census Tract 376, Philadelphia County, Pennsylvania","1643","332","null","null","1047","null","296","null","19","31","null","null","8","13","null","null","0","109","null","null","81","null","68","null","10","16","null","null","71","null","58","null","83","null","51","null","48","63","null","null","238","117","null","null","46","null","41","null","69","59","null","null","0","109","null","null","182","null","81","null","76","null","59","null","102","66","null","null","14","null","24","null","596","116","null","null","16","null","18","null","0","null","109","null","19","null","31","null","10","16","null","null","0","null","109","null","27","null","35","null","23","null","27","null","18","16","null","null","37","null","38","null","0","109","null","null","9","16","null","null","22","null","24","null","229","86","null","null","61","55","null","null","116","null","75","null","9","null","14","null",
"1400000US42101037700","Census Tract 377, Philadelphia County, Pennsylvania","1790","294","null","null","782","null","179","null","0","109","null","null","7","12","null","null","13","21","null","null","46","null","45","null","82","84","null","null","50","null","43","null","59","null","56","null","31","39","null","null","312","124","null","null","70","null","54","null","28","35","null","null","0","109","null","null","37","null","40","null","47","null","48","null","0","109","null","null","0","null","109","null","1008","280","null","null","53","null","51","null","0","null","109","null","0","null","109","null","15","19","null","null","79","null","67","null","34","null","54","null","43","null","38","null","19","22","null","null","552","null","170","null","82","95","null","null","9","13","null","null","74","null","56","null","37","35","null","null","11","19","null","null","0","null","109","null","0","null","109","null",
"1400000US42101037800","Census Tract 378, Philadelphia County, Pennsylvania","1502","282","null","null","704","null","203","null","31","39","null","null","0","109","null","null","0","109","null","null","24","null","36","null","86","107","null","null","24","null","26","null","15","null","23","null","30","35","null","null","273","116","null","null","51","null","40","null","67","51","null","null","34","33","null","null","61","null","40","null","8","null","12","null","0","109","null","null","0","null","109","null","798","160","null","null","0","null","109","null","19","null","29","null","0","null","109","null","34","37","null","null","70","null","66","null","17","null","22","null","81","null","59","null","20","22","null","null","194","null","88","null","25","26","null","null","56","51","null","null","92","null","59","null","142","118","null","null","37","34","null","null","11","null","17","null","0","null","109","null",
"1400000US42101037900","Census Tract 379, Philadelphia County, Pennsylvania","3484","402","null","null","1726","null","256","null","0","109","null","null","22","35","null","null","0","109","null","null","67","null","66","null","0","109","null","null","59","null","51","null","31","null","42","null","21","25","null","null","926","225","null","null","63","null","50","null","114","76","null","null","51","44","null","null","291","null","118","null","72","null","59","null","9","14","null","null","0","null","109","null","1758","218","null","null","0","null","109","null","0","null","109","null","0","null","109","null","24","28","null","null","128","null","105","null","87","null","60","null","186","null","96","null","38","34","null","null","785","null","190","null","41","38","null","null","184","80","null","null","129","null","74","null","89","61","null","null","57","47","null","null","10","null","15","null","0","null","109","null",
"1400000US42101038000","Census Tract 380, Philadelphia County, Pennsylvania","1466","244","null","null","801","null","167","null","9","13","null","null","0","109","null","null","7","12","null","null","55","null","44","null","75","61","null","null","60","null","37","null","29","null","29","null","22","20","null","null","350","113","null","null","0","null","109","null","149","100","null","null","19","22","null","null","7","null","10","null","6","null","9","null","0","109","null","null","13","null","19","null","665","108","null","null","6","null","11","null","14","null","22","null","28","null","32","null","12","14","null","null","14","null","13","null","24","null","28","null","65","null","46","null","7","10","null","null","343","null","113","null","13","21","null","null","80","47","null","null","22","null","19","null","20","19","null","null","17","20","null","null","0","null","109","null","0","null","109","null",
"1400000US42101038100","Census Tract 381, Philadelphia County, Pennsylvania","361","65","null","null","140","null","53","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","17","null","21","null","0","109","null","null","98","57","null","null","0","null","109","null","0","109","null","null","25","24","null","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","221","54","null","null","0","null","109","null","0","null","109","null","0","null","109","null","17","25","null","null","14","null","24","null","0","null","109","null","10","null","17","null","9","16","null","null","82","null","44","null","19","30","null","null","16","28","null","null","17","null","20","null","29","34","null","null","0","109","null","null","0","null","109","null","8","null","14","null",
"1400000US42101038200","Census Tract 382, Philadelphia County, Pennsylvania","1414","190","null","null","606","null","139","null","23","31","null","null","0","109","null","null","16","30","null","null","9","null","15","null","5","17","null","null","36","null","38","null","34","null","38","null","36","39","null","null","315","102","null","null","12","null","19","null","65","75","null","null","16","26","null","null","39","null","37","null","0","null","109","null","0","109","null","null","0","null","109","null","808","148","null","null","17","null","19","null","0","null","109","null","2","null","14","null","46","43","null","null","23","null","33","null","119","null","67","null","136","null","89","null","28","28","null","null","268","null","105","null","0","109","null","null","72","56","null","null","54","null","44","null","43","45","null","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101038300","Census Tract 383, Philadelphia County, Pennsylvania","1657","261","null","null","812","null","213","null","58","85","null","null","77","79","null","null","77","106","null","null","83","null","65","null","42","58","null","null","8","null","14","null","70","null","87","null","7","13","null","null","258","97","null","null","44","null","51","null","57","61","null","null","8","15","null","null","14","null","22","null","9","null","17","null","0","109","null","null","0","null","109","null","845","143","null","null","0","null","109","null","62","null","49","null","43","null","42","null","41","36","null","null","87","null","71","null","7","null","12","null","0","null","109","null","80","62","null","null","385","null","110","null","21","25","null","null","58","64","null","null","61","null","64","null","0","109","null","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101038400","Census Tract 384, Philadelphia County, Pennsylvania","1849","170","null","null","792","null","139","null","0","109","null","null","0","109","null","null","0","109","null","null","17","null","19","null","8","13","null","null","21","null","18","null","0","null","109","null","0","109","null","null","237","107","null","null","8","null","15","null","99","51","null","null","24","22","null","null","203","null","78","null","120","null","65","null","55","42","null","null","0","null","109","null","1057","97","null","null","0","null","109","null","0","null","109","null","0","null","109","null","9","16","null","null","0","null","109","null","43","null","40","null","26","null","40","null","10","15","null","null","330","null","88","null","67","54","null","null","114","59","null","null","41","null","34","null","256","76","null","null","119","59","null","null","28","null","28","null","14","null","21","null",
"1400000US42101038500","Census Tract 385, Philadelphia County, Pennsylvania","1375","325","null","null","663","null","243","null","0","109","null","null","0","109","null","null","12","18","null","null","11","null","19","null","31","39","null","null","0","null","109","null","32","null","40","null","0","109","null","null","60","61","null","null","20","null","23","null","65","56","null","null","7","12","null","null","128","null","57","null","140","null","60","null","59","42","null","null","98","null","52","null","712","123","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","23","null","37","null","0","null","109","null","0","null","109","null","7","10","null","null","76","null","52","null","45","35","null","null","36","30","null","null","7","null","12","null","219","73","null","null","167","65","null","null","64","null","40","null","68","null","41","null",
"1400000US42101038600","Census Tract 386, Philadelphia County, Pennsylvania","1101","128","null","null","559","null","116","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","6","14","null","null","67","54","null","null","32","null","30","null","17","29","null","null","11","15","null","null","147","null","83","null","127","null","65","null","110","91","null","null","42","null","39","null","542","97","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","69","null","52","null","6","10","null","null","21","25","null","null","57","null","50","null","199","100","null","null","131","65","null","null","18","null","21","null","41","null","35","null",
"1400000US42101038700","Census Tract 387, Philadelphia County, Pennsylvania","1360","190","null","null","557","null","94","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","109","null","null","52","37","null","null","33","null","39","null","10","15","null","null","0","109","null","null","282","null","119","null","56","null","42","null","58","54","null","null","66","null","51","null","803","152","null","null","0","null","109","null","0","null","109","null","0","null","109","null","47","54","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","95","null","72","null","12","24","null","null","29","27","null","null","60","null","38","null","289","87","null","null","169","131","null","null","33","null","32","null","69","null","43","null",
"1400000US42101038800","Census Tract 388, Philadelphia County, Pennsylvania","2687","214","null","null","1049","null","148","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","28","null","42","null","37","null","58","null","8","17","null","null","101","65","null","null","0","null","109","null","117","75","null","null","32","28","null","null","304","null","98","null","261","null","80","null","87","44","null","null","74","null","43","null","1638","163","null","null","0","null","109","null","0","null","109","null","18","null","28","null","11","18","null","null","13","null","20","null","53","null","67","null","0","null","109","null","39","33","null","null","327","null","127","null","23","26","null","null","81","52","null","null","103","null","76","null","269","93","null","null","525","112","null","null","76","null","41","null","100","null","71","null",
"1400000US42101038900","Census Tract 389, Philadelphia County, Pennsylvania","2511","448","null","null","1211","null","274","null","0","109","null","null","11","18","null","null","56","69","null","null","76","null","66","null","38","31","null","null","39","null","27","null","69","null","56","null","0","109","null","null","386","193","null","null","76","null","61","null","288","123","null","null","32","31","null","null","84","null","55","null","49","null","61","null","7","12","null","null","0","null","109","null","1300","267","null","null","21","null","29","null","5","null","8","null","7","null","12","null","8","13","null","null","40","null","45","null","65","null","50","null","51","null","33","null","62","54","null","null","417","null","164","null","116","74","null","null","185","95","null","null","0","null","109","null","233","110","null","null","57","40","null","null","10","null","17","null","23","null","35","null",
"1400000US42101039000","Census Tract 390, Philadelphia County, Pennsylvania","4287","552","null","null","2002","null","378","null","0","109","null","null","0","109","null","null","0","109","null","null","73","null","68","null","34","41","null","null","340","null","204","null","74","null","58","null","98","73","null","null","829","201","null","null","77","null","60","null","104","74","null","null","85","82","null","null","197","null","122","null","43","null","40","null","0","109","null","null","48","null","77","null","2285","335","null","null","88","null","74","null","44","null","50","null","0","null","109","null","53","56","null","null","69","null","58","null","32","null","41","null","98","null","71","null","60","61","null","null","807","null","196","null","221","119","null","null","423","155","null","null","105","null","82","null","229","130","null","null","45","62","null","null","11","null","17","null","0","null","109","null",
"1400000US42101980000","Census Tract 9800, Philadelphia County, Pennsylvania","137","76","null","null","95","null","65","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","109","null","null","0","109","null","null","11","null","21","null","26","28","null","null","0","109","null","null","58","null","58","null","0","null","109","null","0","109","null","null","0","null","109","null","42","35","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","12","null","19","null","0","109","null","null","11","18","null","null","0","null","109","null","11","19","null","null","8","16","null","null","0","null","109","null","0","null","109","null",
"1400000US42101980100","Census Tract 9801, Philadelphia County, Pennsylvania","48","27","null","null","31","null","16","null","0","109","null","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null","0","109","null","null","11","16","null","null","11","null","16","null","0","109","null","null","0","109","null","null","0","null","109","null","9","null","14","null","0","109","null","null","0","null","109","null","17","19","null","null","0","null","109","null","0","null","109","null","0","null","109","null","8","13","null","null","0","null","109","null","0","null","109","null","0","null","109","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","9","null","14","null","0","null","109","null",
